item_code,quantity,number_of_orders_that_use_that_quantity,demand_probability
12112002001,4,1,0.125
12112003001,1,10,0.7142857142857143
12112003001,2,2,0.14285714285714285
12112003001,3,2,0.14285714285714285
12112009001,1,5,1.0
12112017001,1,6,0.8571428571428571
12112017001,2,1,0.14285714285714285
12112018001,1,11,0.8461538461538461
12112018001,2,1,0.07692307692307693
12112018001,3,1,0.07692307692307693
12112025001,1,4,0.6666666666666666
12112025001,2,1,0.16666666666666666
12112025001,3,1,0.16666666666666666
12112026001,1,3,1.0
12112038001,1,3,0.75
12112038001,2,1,0.25
12112039001,1,3,0.75
12112039001,3,1,0.25
12120001001,2,23,0.3709677419354839
12120001001,4,17,0.27419354838709675
12120001001,6,6,0.0967741935483871
12120001001,8,8,0.12903225806451613
12120001001,10,2,0.03225806451612903
12120001001,12,3,0.04838709677419355
12120001001,22,1,0.016129032258064516
12120001001,24,2,0.03225806451612903
12120002001,2,1,1.0
12120004001,2,2,0.4
12120004001,4,2,0.4
12120004001,6,1,0.2
12120005001,1,1,0.5
12120005001,6,1,0.5
12120006001,1,1,0.043478260869565216
12120006001,2,19,0.8260869565217391
12120006001,3,1,0.043478260869565216
12120006001,6,1,0.043478260869565216
12120006001,10,1,0.043478260869565216
12120007001,1,1,0.05
12120007001,2,17,0.85
12120007001,6,1,0.05
12120007001,8,1,0.05
12120011001,8,1,0.5
12120011001,24,1,0.5
12120013001,3,2,0.5
12120013001,9,1,0.25
12120013001,12,1,0.25
12120015001,2,4,0.4
12120015001,4,2,0.2
12120015001,6,2,0.2
12120015001,8,1,0.1
12120015001,24,1,0.1
12120018001,1,1,0.09090909090909091
12120018001,2,10,0.9090909090909091
12120021001,1,1,0.16666666666666666
12120021001,2,3,0.5
12120021001,3,2,0.3333333333333333
12120024001,3,7,0.875
12120024001,6,1,0.125
12120025001,2,1,0.03225806451612903
12120025001,4,23,0.7419354838709677
12120025001,8,6,0.1935483870967742
12120025001,12,1,0.03225806451612903
12120026001,6,5,1.0
12120027001,6,3,0.75
12120027001,12,1,0.25
12120030001,3,13,0.7647058823529411
12120030001,6,4,0.23529411764705882
12120031001,2,1,0.5
12120031001,12,1,0.5
12120033001,4,4,0.6666666666666666
12120033001,8,2,0.3333333333333333
12120034001,3,11,0.8461538461538461
12120034001,6,2,0.15384615384615385
12120036001,2,1,0.3333333333333333
12120036001,4,2,0.6666666666666666
12120038001,2,11,0.39285714285714285
12120038001,4,5,0.17857142857142858
12120038001,6,2,0.07142857142857142
12120038001,8,4,0.14285714285714285
12120038001,10,5,0.17857142857142858
12120038001,24,1,0.03571428571428571
12120039001,2,10,0.8333333333333334
12120039001,4,1,0.08333333333333333
12120039001,6,1,0.08333333333333333
12120040001,2,1,1.0
12120041001,2,2,1.0
12120043001,4,1,1.0
12120044001,4,16,0.7619047619047619
12120044001,8,4,0.19047619047619047
12120044001,20,1,0.047619047619047616
12120045001,2,5,1.0
12120046001,1,1,0.5
12120046001,2,1,0.5
12120048001,2,1,1.0
12120049001,2,5,0.5
12120049001,4,3,0.3
12120049001,8,1,0.1
12120049001,10,1,0.1
12120052001,2,39,0.4875
12120052001,4,17,0.2125
12120052001,6,6,0.075
12120052001,8,1,0.0125
12120052001,10,7,0.0875
12120052001,12,2,0.025
12120052001,16,3,0.0375
12120052001,20,3,0.0375
12120052001,24,2,0.025
12120053001,2,18,0.5142857142857142
12120053001,4,9,0.2571428571428571
12120053001,6,2,0.05714285714285714
12120053001,8,2,0.05714285714285714
12120053001,20,1,0.02857142857142857
12120053001,22,1,0.02857142857142857
12120053001,24,2,0.05714285714285714
12120058001,2,10,0.5882352941176471
12120058001,4,5,0.29411764705882354
12120058001,6,1,0.058823529411764705
12120058001,24,1,0.058823529411764705
12120060001,1,5,0.5555555555555556
12120060001,2,1,0.1111111111111111
12120060001,3,1,0.1111111111111111
12120060001,4,1,0.1111111111111111
12120060001,6,1,0.1111111111111111
12120061001,2,14,0.6666666666666666
12120061001,4,5,0.23809523809523808
12120061001,8,2,0.09523809523809523
12120062001,3,3,0.42857142857142855
12120062001,6,3,0.42857142857142855
12120062001,9,1,0.14285714285714285
12120063001,2,1,0.025
12120063001,4,30,0.75
12120063001,6,1,0.025
12120063001,8,8,0.2
12120064001,6,2,0.5
12120064001,9,1,0.25
12120064001,18,1,0.25
12120065001,3,1,1.0
12120072001,2,2,0.4
12120072001,4,3,0.6
12120075001,2,36,0.8181818181818182
12120075001,4,6,0.13636363636363635
12120075001,6,1,0.022727272727272728
12120075001,12,1,0.022727272727272728
12120076001,1,5,0.7142857142857143
12120076001,2,1,0.14285714285714285
12120076001,8,1,0.14285714285714285
12120078001,1,4,0.8
12120078001,9,1,0.2
12120079001,1,2,0.5
12120079001,2,2,0.5
12120080001,2,1,1.0
12120081001,1,3,0.42857142857142855
12120081001,2,4,0.5714285714285714
12120082001,2,1,0.047619047619047616
12120082001,4,16,0.7619047619047619
12120082001,6,1,0.047619047619047616
12120082001,8,2,0.09523809523809523
12120082001,20,1,0.047619047619047616
12120083001,2,2,0.15384615384615385
12120083001,4,6,0.46153846153846156
12120083001,8,2,0.15384615384615385
12120083001,16,2,0.15384615384615385
12120083001,24,1,0.07692307692307693
12120085001,1,2,0.6666666666666666
12120085001,2,1,0.3333333333333333
12120086001,2,2,0.3333333333333333
12120086001,4,2,0.3333333333333333
12120086001,6,1,0.16666666666666666
12120086001,10,1,0.16666666666666666
12120087001,4,1,1.0
12120088001,2,10,0.7692307692307693
12120088001,6,1,0.07692307692307693
12120088001,8,1,0.07692307692307693
12120088001,14,1,0.07692307692307693
12120089001,3,3,0.5
12120089001,6,2,0.3333333333333333
12120089001,9,1,0.16666666666666666
12120090001,2,1,1.0
12120091001,2,3,0.75
12120091001,4,1,0.25
12120093001,1,1,0.038461538461538464
12120093001,2,21,0.8076923076923077
12120093001,4,2,0.07692307692307693
12120093001,5,1,0.038461538461538464
12120093001,6,1,0.038461538461538464
12120094001,1,2,0.029850746268656716
12120094001,2,54,0.8059701492537313
12120094001,4,8,0.11940298507462686
12120094001,6,2,0.029850746268656716
12120094001,10,1,0.014925373134328358
12120898001,2,13,0.65
12120898001,4,4,0.2
12120898001,8,2,0.1
12120898001,10,1,0.05
12121003001,3,23,0.696969696969697
12121003001,6,6,0.18181818181818182
12121003001,9,2,0.06060606060606061
12121003001,12,1,0.030303030303030304
12121003001,30,1,0.030303030303030304
12121004001,4,55,0.8208955223880597
12121004001,8,10,0.14925373134328357
12121004001,12,1,0.014925373134328358
12121004001,16,1,0.014925373134328358
12121005001,3,25,0.7352941176470589
12121005001,6,7,0.20588235294117646
12121005001,12,2,0.058823529411764705
12121006002,3,2,0.6666666666666666
12121006002,6,1,0.3333333333333333
12121007001,2,1,0.5
12121007001,10,1,0.5
12121009001,1,1,0.2
12121009001,2,3,0.6
12121009001,3,1,0.2
12121010001,6,2,0.3333333333333333
12121010001,9,1,0.16666666666666666
12121010001,12,1,0.16666666666666666
12121010001,18,1,0.16666666666666666
12121010001,24,1,0.16666666666666666
12121014001,1,1,0.5
12121014001,2,1,0.5
12121015001,3,4,0.8
12121015001,6,1,0.2
12121016001,3,12,0.631578947368421
12121016001,6,4,0.21052631578947367
12121016001,9,2,0.10526315789473684
12121016001,18,1,0.05263157894736842
12121023001,1,1,0.03571428571428571
12121023001,2,1,0.03571428571428571
12121023001,3,21,0.75
12121023001,6,4,0.14285714285714285
12121023001,24,1,0.03571428571428571
12121024001,1,1,0.25
12121024001,2,2,0.5
12121024001,7,1,0.25
12121027001,1,3,0.75
12121027001,4,1,0.25
12121028001,3,6,0.75
12121028001,6,1,0.125
12121028001,9,1,0.125
12121029001,3,1,0.3333333333333333
12121029001,6,1,0.3333333333333333
12121029001,9,1,0.3333333333333333
12121032001,3,1,1.0
12121034001,1,21,0.6176470588235294
12121034001,2,8,0.23529411764705882
12121034001,3,1,0.029411764705882353
12121034001,4,1,0.029411764705882353
12121034001,5,1,0.029411764705882353
12121034001,9,1,0.029411764705882353
12121034001,11,1,0.029411764705882353
12121036001,3,11,0.7857142857142857
12121036001,6,2,0.14285714285714285
12121036001,9,1,0.07142857142857142
12121037001,1,1,0.1111111111111111
12121037001,2,2,0.2222222222222222
12121037001,3,4,0.4444444444444444
12121037001,4,2,0.2222222222222222
12121038001,2,9,0.6923076923076923
12121038001,4,4,0.3076923076923077
12121039001,1,2,1.0
12121044001,2,26,0.8125
12121044001,4,4,0.125
12121044001,6,1,0.03125
12121044001,8,1,0.03125
12121048001,3,6,0.75
12121048001,6,2,0.25
12121050001,2,25,0.8064516129032258
12121050001,4,6,0.1935483870967742
12121051001,4,3,0.75
12121051001,16,1,0.25
12121056001,1,4,0.2
12121056001,2,5,0.25
12121056001,3,9,0.45
12121056001,6,2,0.1
12121059001,1,5,0.35714285714285715
12121059001,2,8,0.5714285714285714
12121059001,3,1,0.07142857142857142
12121060001,2,2,0.6666666666666666
12121060001,4,1,0.3333333333333333
12121061001,2,6,0.5454545454545454
12121061001,4,4,0.36363636363636365
12121061001,6,1,0.09090909090909091
12121062001,1,2,0.6666666666666666
12121062001,2,1,0.3333333333333333
12121064001,1,162,0.9642857142857143
12121064001,2,5,0.02976190476190476
12121064001,3,1,0.005952380952380952
12121065001,4,6,0.75
12121065001,8,1,0.125
12121065001,12,1,0.125
12121066001,2,4,0.8
12121066001,12,1,0.2
12121067001,2,8,0.8888888888888888
12121067001,4,1,0.1111111111111111
12121070001,4,5,0.8333333333333334
12121070001,8,1,0.16666666666666666
12121071001,1,4,0.5714285714285714
12121071001,2,2,0.2857142857142857
12121071001,3,1,0.14285714285714285
12121072001,1,6,0.8571428571428571
12121072001,2,1,0.14285714285714285
12121078001,1,3,0.75
12121078001,2,1,0.25
12121079001,1,2,0.4
12121079001,2,2,0.4
12121079001,4,1,0.2
12121081001,4,1,0.5
12121081001,6,1,0.5
12121082001,2,11,0.8461538461538461
12121082001,4,1,0.07692307692307693
12121082001,6,1,0.07692307692307693
12121085001,1,5,0.5555555555555556
12121085001,2,4,0.4444444444444444
12121087001,2,6,0.8571428571428571
12121087001,6,1,0.14285714285714285
12121089001,2,12,0.5217391304347826
12121089001,4,6,0.2608695652173913
12121089001,8,1,0.043478260869565216
12121089001,10,3,0.13043478260869565
12121089001,16,1,0.043478260869565216
12121091001,2,17,0.7391304347826086
12121091001,4,4,0.17391304347826086
12121091001,6,2,0.08695652173913043
12121092001,1,4,0.5
12121092001,2,3,0.375
12121092001,4,1,0.125
12121103001,3,4,0.6666666666666666
12121103001,6,1,0.16666666666666666
12121103001,15,1,0.16666666666666666
12121109001,1,4,0.2857142857142857
12121109001,2,10,0.7142857142857143
12121111001,1,1,0.16666666666666666
12121111001,2,3,0.5
12121111001,3,1,0.16666666666666666
12121111001,4,1,0.16666666666666666
12122001001,1,3,0.75
12122001001,6,1,0.25
12122002002,3,8,0.5714285714285714
12122002002,6,3,0.21428571428571427
12122002002,12,1,0.07142857142857142
12122002002,15,2,0.14285714285714285
12122003001,3,22,0.88
12122003001,6,3,0.12
12122005001,2,6,0.75
12122005001,4,1,0.125
12122005001,6,1,0.125
12122007001,3,9,0.6
12122007001,6,6,0.4
12122008001,2,4,1.0
12122009001,2,4,0.4
12122009001,4,4,0.4
12122009001,6,1,0.1
12122009001,12,1,0.1
12122011001,4,4,0.8
12122011001,8,1,0.2
12122012001,3,2,0.25
12122012001,6,3,0.375
12122012001,9,1,0.125
12122012001,12,1,0.125
12122012001,15,1,0.125
12122013001,4,22,0.5789473684210527
12122013001,8,9,0.23684210526315788
12122013001,12,2,0.05263157894736842
12122013001,16,2,0.05263157894736842
12122013001,20,1,0.02631578947368421
12122013001,24,1,0.02631578947368421
12122013001,44,1,0.02631578947368421
12122014001,2,3,0.3
12122014001,4,4,0.4
12122014001,6,2,0.2
12122014001,8,1,0.1
12122015001,4,3,0.75
12122015001,8,1,0.25
12122016001,1,3,0.10344827586206896
12122016001,2,24,0.8275862068965517
12122016001,4,1,0.034482758620689655
12122016001,6,1,0.034482758620689655
12122017001,6,1,1.0
12122018001,2,7,0.7
12122018001,4,3,0.3
12122019001,3,4,0.6666666666666666
12122019001,6,1,0.16666666666666666
12122019001,9,1,0.16666666666666666
12122020001,4,23,0.696969696969697
12122020001,8,4,0.12121212121212122
12122020001,12,3,0.09090909090909091
12122020001,16,1,0.030303030303030304
12122020001,24,1,0.030303030303030304
12122020001,36,1,0.030303030303030304
12122021001,3,5,0.4166666666666667
12122021001,6,4,0.3333333333333333
12122021001,9,1,0.08333333333333333
12122021001,15,1,0.08333333333333333
12122021001,18,1,0.08333333333333333
12122023002,3,3,0.5
12122023002,6,1,0.16666666666666666
12122023002,9,1,0.16666666666666666
12122023002,12,1,0.16666666666666666
12122024001,1,2,1.0
12122026001,2,1,0.5
12122026001,8,1,0.5
12122030001,2,7,0.7
12122030001,4,3,0.3
12122032001,1,147,0.9607843137254902
12122032001,2,3,0.0196078431372549
12122032001,3,2,0.013071895424836602
12122032001,4,1,0.006535947712418301
12122034001,1,8,0.38095238095238093
12122034001,2,3,0.14285714285714285
12122034001,3,10,0.47619047619047616
12122035001,1,3,0.6
12122035001,3,2,0.4
12122036001,3,3,1.0
12122037001,2,1,1.0
12122038001,4,1,0.5
12122038001,5,1,0.5
12122040001,3,4,0.8
12122040001,6,1,0.2
12122041001,2,2,0.6666666666666666
12122041001,10,1,0.3333333333333333
12122045001,1,4,0.5714285714285714
12122045001,2,2,0.2857142857142857
12122045001,3,1,0.14285714285714285
12122050001,1,2,0.04878048780487805
12122050001,2,30,0.7317073170731707
12122050001,3,1,0.024390243902439025
12122050001,4,8,0.1951219512195122
12122051001,1,1,0.5
12122051001,2,1,0.5
12122052001,2,30,0.625
12122052001,4,14,0.2916666666666667
12122052001,6,1,0.020833333333333332
12122052001,8,1,0.020833333333333332
12122052001,10,1,0.020833333333333332
12122052001,24,1,0.020833333333333332
12122053001,1,9,0.75
12122053001,2,2,0.16666666666666666
12122053001,3,1,0.08333333333333333
12122055001,1,4,0.4444444444444444
12122055001,2,3,0.3333333333333333
12122055001,4,1,0.1111111111111111
12122055001,6,1,0.1111111111111111
12122902001,2,3,0.5
12122902001,4,1,0.16666666666666666
12122902001,8,1,0.16666666666666666
12122902001,12,1,0.16666666666666666
12122999001,4,90,0.703125
12122999001,8,27,0.2109375
12122999001,12,5,0.0390625
12122999001,16,2,0.015625
12122999001,24,3,0.0234375
12122999001,32,1,0.0078125
12123001001,1,1,0.3333333333333333
12123001001,2,1,0.3333333333333333
12123001001,5,1,0.3333333333333333
12123003001,3,3,0.75
12123003001,9,1,0.25
12123005001,1,8,0.5714285714285714
12123005001,2,3,0.21428571428571427
12123005001,3,1,0.07142857142857142
12123005001,4,2,0.14285714285714285
12123007001,1,6,0.4
12123007001,2,1,0.06666666666666667
12123007001,3,2,0.13333333333333333
12123007001,6,1,0.06666666666666667
12123007001,9,1,0.06666666666666667
12123007001,11,4,0.26666666666666666
12123008001,3,7,0.4666666666666667
12123008001,6,6,0.4
12123008001,9,1,0.06666666666666667
12123008001,18,1,0.06666666666666667
12123009001,1,3,0.15
12123009001,2,3,0.15
12123009001,3,6,0.3
12123009001,6,3,0.15
12123009001,8,1,0.05
12123009001,9,1,0.05
12123009001,16,1,0.05
12123009001,24,2,0.1
12123013001,3,8,0.6666666666666666
12123013001,6,2,0.16666666666666666
12123013001,9,2,0.16666666666666666
12123014001,1,5,0.29411764705882354
12123014001,2,6,0.35294117647058826
12123014001,3,2,0.11764705882352941
12123014001,6,2,0.11764705882352941
12123014001,11,1,0.058823529411764705
12123014001,12,1,0.058823529411764705
12123015001,1,9,0.34615384615384615
12123015001,2,5,0.19230769230769232
12123015001,3,3,0.11538461538461539
12123015001,4,3,0.11538461538461539
12123015001,5,1,0.038461538461538464
12123015001,6,3,0.11538461538461539
12123015001,10,1,0.038461538461538464
12123015001,12,1,0.038461538461538464
12123016002,3,3,0.42857142857142855
12123016002,6,2,0.2857142857142857
12123016002,9,1,0.14285714285714285
12123016002,24,1,0.14285714285714285
12123017001,3,6,1.0
12123018001,4,5,1.0
12123019001,4,20,0.5714285714285714
12123019001,8,8,0.22857142857142856
12123019001,12,4,0.11428571428571428
12123019001,16,1,0.02857142857142857
12123019001,24,1,0.02857142857142857
12123019001,32,1,0.02857142857142857
12123020001,3,4,0.5
12123020001,6,2,0.25
12123020001,12,2,0.25
12123021001,8,1,1.0
12123023001,3,2,0.6666666666666666
12123023001,6,1,0.3333333333333333
12123024001,1,7,0.4117647058823529
12123024001,2,5,0.29411764705882354
12123024001,3,4,0.23529411764705882
12123024001,10,1,0.058823529411764705
12123025001,3,2,0.5
12123025001,6,1,0.25
12123025001,36,1,0.25
12123028001,1,1,0.08333333333333333
12123028001,2,6,0.5
12123028001,4,1,0.08333333333333333
12123028001,5,1,0.08333333333333333
12123028001,6,1,0.08333333333333333
12123028001,12,2,0.16666666666666666
12123029001,1,8,0.38095238095238093
12123029001,2,5,0.23809523809523808
12123029001,3,2,0.09523809523809523
12123029001,5,5,0.23809523809523808
12123029001,12,1,0.047619047619047616
12123031001,2,8,0.8888888888888888
12123031001,4,1,0.1111111111111111
12123032001,1,2,0.3333333333333333
12123032001,2,3,0.5
12123032001,6,1,0.16666666666666666
12123033001,2,1,0.014705882352941176
12123033001,4,54,0.7941176470588235
12123033001,8,12,0.17647058823529413
12123033001,12,1,0.014705882352941176
12123034001,3,14,0.8235294117647058
12123034001,6,3,0.17647058823529413
12123035001,2,3,0.6
12123035001,4,2,0.4
12123038001,1,4,0.5
12123038001,2,1,0.125
12123038001,3,2,0.25
12123038001,4,1,0.125
12123042001,3,13,0.65
12123042001,6,4,0.2
12123042001,9,2,0.1
12123042001,12,1,0.05
12123043001,1,4,0.6666666666666666
12123043001,2,1,0.16666666666666666
12123043001,4,1,0.16666666666666666
12123044001,2,1,1.0
12123050001,1,1,0.07142857142857142
12123050001,2,8,0.5714285714285714
12123050001,4,3,0.21428571428571427
12123050001,8,1,0.07142857142857142
12123050001,10,1,0.07142857142857142
12123052001,1,1,1.0
12123055001,1,6,0.6666666666666666
12123055001,2,2,0.2222222222222222
12123055001,5,1,0.1111111111111111
12123056001,3,5,0.625
12123056001,6,3,0.375
12123057001,1,20,0.29411764705882354
12123057001,2,27,0.39705882352941174
12123057001,3,6,0.08823529411764706
12123057001,4,5,0.07352941176470588
12123057001,5,2,0.029411764705882353
12123057001,6,3,0.04411764705882353
12123057001,7,1,0.014705882352941176
12123057001,8,2,0.029411764705882353
12123057001,10,2,0.029411764705882353
12123060001,1,2,0.5
12123060001,2,1,0.25
12123060001,4,1,0.25
12123062001,1,5,0.38461538461538464
12123062001,2,5,0.38461538461538464
12123062001,6,1,0.07692307692307693
12123062001,9,1,0.07692307692307693
12123062001,10,1,0.07692307692307693
12123063001,3,32,0.6037735849056604
12123063001,6,11,0.20754716981132076
12123063001,9,5,0.09433962264150944
12123063001,12,3,0.05660377358490566
12123063001,18,1,0.018867924528301886
12123063001,351,1,0.018867924528301886
12123064001,3,43,0.6515151515151515
12123064001,6,10,0.15151515151515152
12123064001,7,1,0.015151515151515152
12123064001,8,1,0.015151515151515152
12123064001,9,9,0.13636363636363635
12123064001,12,1,0.015151515151515152
12123064001,24,1,0.015151515151515152
12123066001,2,15,0.7894736842105263
12123066001,4,4,0.21052631578947367
12123067001,1,5,0.5555555555555556
12123067001,2,2,0.2222222222222222
12123067001,3,1,0.1111111111111111
12123067001,4,1,0.1111111111111111
12123068001,2,5,0.8333333333333334
12123068001,6,1,0.16666666666666666
12123069001,1,14,0.7368421052631579
12123069001,2,5,0.2631578947368421
12123070001,1,1,0.25
12123070001,2,1,0.25
12123070001,3,2,0.5
12123073001,2,2,0.18181818181818182
12123073001,4,4,0.36363636363636365
12123073001,6,1,0.09090909090909091
12123073001,8,3,0.2727272727272727
12123073001,24,1,0.09090909090909091
12123075001,1,8,0.3076923076923077
12123075001,2,10,0.38461538461538464
12123075001,3,6,0.23076923076923078
12123075001,4,1,0.038461538461538464
12123075001,9,1,0.038461538461538464
12123076001,1,11,0.25
12123076001,2,14,0.3181818181818182
12123076001,3,6,0.13636363636363635
12123076001,4,5,0.11363636363636363
12123076001,5,1,0.022727272727272728
12123076001,6,3,0.06818181818181818
12123076001,8,1,0.022727272727272728
12123076001,9,1,0.022727272727272728
12123076001,10,1,0.022727272727272728
12123076001,12,1,0.022727272727272728
12123077001,1,26,0.5531914893617021
12123077001,2,16,0.3404255319148936
12123077001,3,2,0.0425531914893617
12123077001,12,3,0.06382978723404255
12123079001,1,8,0.38095238095238093
12123079001,2,1,0.047619047619047616
12123079001,3,10,0.47619047619047616
12123079001,6,1,0.047619047619047616
12123079001,7,1,0.047619047619047616
12123080001,3,5,0.38461538461538464
12123080001,6,4,0.3076923076923077
12123080001,9,1,0.07692307692307693
12123080001,15,1,0.07692307692307693
12123080001,21,1,0.07692307692307693
12123080001,24,1,0.07692307692307693
12123084001,1,3,1.0
12123085001,3,15,0.5555555555555556
12123085001,6,7,0.25925925925925924
12123085001,12,1,0.037037037037037035
12123085001,18,1,0.037037037037037035
12123085001,24,2,0.07407407407407407
12123085001,36,1,0.037037037037037035
12123086001,3,35,0.7142857142857143
12123086001,6,11,0.22448979591836735
12123086001,9,3,0.061224489795918366
12123089001,2,2,0.5
12123089001,4,2,0.5
12123090001,2,1,0.25
12123090001,4,3,0.75
